#,MachineName,Category,EntryType,Source,TimeGenerated,country,regionName,city,isp,reconstruction_error,anomaly_score,is_anomaly,severity
2455,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 16:43:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6571174,0.05877051,True,LOW
2488,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-20 15:16:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5023282,0.07750803,True,LOW
2501,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-19 06:38:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8986275,0.06412456,True,LOW
2508,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 16:43:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1159613,0.046773598,True,LOW
2554,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-19 06:38:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.549522,0.07855427,True,LOW
2576,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 13:51:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.709982,0.05994247,True,LOW
2577,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-20 13:51:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5023088,0.0775076,True,LOW
2603,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-20 12:14:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5053644,0.07757534,True,LOW
2662,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-22 12:15:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.230851,0.04932059,True,LOW
2667,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-21 17:55:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.205818,0.07093468,True,LOW
2686,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-20 12:20:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.93449,0.087088645,True,LOW
2691,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-19 06:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7542646,0.060924172,True,LOW
2692,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-19 06:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.15376,0.047611557,True,LOW
2705,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 16:19:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.144846,0.04741394,True,LOW
2707,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-18 16:19:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8778024,0.06366289,True,LOW
2710,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 14:58:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0516381,0.045347612,True,LOW
2725,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 13:51:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.019323,0.04463122,True,LOW
2729,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 13:00:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5586479,0.056587536,True,LOW
2747,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-19 06:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.549522,0.07855427,True,LOW
2750,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-19 13:37:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5198357,0.077896155,True,LOW
2758,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 16:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5493124,0.056380577,True,LOW
2792,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-18 16:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5156598,0.07780358,True,LOW
2794,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 16:19:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7112436,0.05997044,True,LOW
2829,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 12:20:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2534354,0.049821265,True,LOW
2846,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 14:58:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.541466,0.05620663,True,LOW
2847,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 14:58:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5046294,0.07755905,True,LOW
2902,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-20 13:00:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5027227,0.07751678,True,LOW
2922,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-19 13:37:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.074382,0.045851823,True,LOW
2955,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 12:14:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.4542327,0.054272752,True,LOW
3019,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 13:45:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.831801,0.08481213,True,LOW
3066,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 13:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.6652064,0.08111888,True,LOW
3081,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 13:25:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6500351,0.058613505,True,LOW
3109,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 13:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.9993048,0.06635648,True,LOW
3125,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-18 13:25:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5143757,0.07777511,True,LOW
3131,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 13:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.8880243,0.08605854,True,LOW
3133,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 13:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.3445196,0.051840518,True,LOW
3168,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 13:45:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.3270545,0.05145333,True,LOW
3169,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-18 13:45:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.9454706,0.08733208,True,LOW
3187,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-18 13:32:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.8681138,0.08561715,True,LOW
3218,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-04 14:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5136328,0.07775864,True,LOW
3229,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-13 18:24:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6344616,0.058268253,True,LOW
3280,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-04 16:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.9455297,0.08733338,True,LOW
3298,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-12 13:52:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1352706,0.047201663,True,LOW
3302,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-12 13:50:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.733377,0.060461115,True,LOW
3342,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-13 18:24:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1100662,0.046642907,True,LOW
3371,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-12 13:52:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5216894,0.07793725,True,LOW
3387,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-08 15:54:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5393023,0.05615866,True,LOW
3419,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-12 13:50:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.0741253,0.06801518,True,LOW
3428,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-12 18:20:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.3902502,0.05285432,True,LOW
3450,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-03 17:16:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5109005,0.07769807,True,LOW
3452,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-12 13:52:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6587803,0.058807377,True,LOW
3481,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-12 18:20:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.41271,0.075521275,True,LOW
3490,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-04 14:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.3693922,0.052391917,True,LOW
3506,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-12 13:50:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7223885,0.06021751,True,LOW
3516,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-08 15:54:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2888033,0.050605338,True,LOW
3520,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-04 16:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.7729337,0.0835071,True,LOW
3582,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-15 13:59:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.571504,0.056872547,True,LOW
3583,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-15 13:59:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.054634,0.04541403,True,LOW
3584,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-15 13:59:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5048928,0.07756489,True,LOW
3599,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-12 13:50:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.9996576,0.0663643,True,LOW
3606,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-08 15:54:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5031326,0.07752586,True,LOW
3622,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-13 18:26:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5135872,0.077757634,True,LOW
3651,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-04 14:44:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5446756,0.05627778,True,LOW
3664,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-13 18:26:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6521225,0.05865978,True,LOW
3682,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-04 16:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5135095,0.05558686,True,LOW
3698,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-12 13:50:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1540828,0.047618713,True,LOW
3701,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-12 13:50:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.9999442,0.06637066,True,LOW
3706,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-12 11:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.425089,0.05362666,True,LOW
3707,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-12 11:36:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5203292,0.07790709,True,LOW
3709,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-12 18:20:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.736144,0.060522456,True,LOW
3720,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-04 14:44:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5121374,0.07772549,True,LOW
3766,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-03 17:16:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7184463,0.060130112,True,LOW
3781,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-03 17:13:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2122297,0.048907775,True,LOW
3812,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-03 13:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6320195,0.058214117,True,LOW
3821,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-03 17:13:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6347938,0.058275618,True,LOW
3828,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-03 17:13:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8700874,0.06349185,True,LOW
3852,LAPTOP-1MKMTVPM,0,Information,MsiInstaller,2020-10-03 12:46:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,9.434543,0.20901959,True,LOW
3859,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-03 16:09:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.093688,0.046279818,True,LOW
3882,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-03 16:09:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5139515,0.07776571,True,LOW
3893,LAPTOP-1MKMTVPM,0,Information,MsiInstaller,2020-10-03 12:46:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,9.435835,0.20904823,True,LOW
3916,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-03 12:46:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8660538,0.06340243,True,LOW
3934,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-03 13:40:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.108753,0.046613794,True,LOW
3945,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-03 12:46:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0703447,0.04576232,True,LOW
3966,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-03 12:46:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5128248,0.07774073,True,LOW
3984,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-03 16:09:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7201717,0.060168363,True,LOW
4004,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-01 13:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.1803296,0.07036962,True,LOW
4007,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-01 11:06:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8682997,0.06345222,True,LOW
4016,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-29 13:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.507808,0.077629514,True,LOW
4027,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,45.005978,0.9976044,True,CRITICAL
4028,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,44.959793,0.99658054,True,CRITICAL
4035,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-01 13:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,4.220652,0.09343258,True,LOW
4048,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-29 15:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.3898158,0.075013734,True,LOW
4069,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-29 13:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2521756,0.049793337,True,LOW
4080,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-27 08:27:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6400957,0.058393158,True,LOW
4100,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-01 13:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5424495,0.056228433,True,LOW
4108,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,45.010735,0.9977099,True,CRITICAL
4109,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,44.95092,0.99638385,True,CRITICAL
4119,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-29 13:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7125158,0.059998643,True,LOW
4123,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-29 15:12:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5405927,0.05618727,True,LOW
4124,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,44.958122,0.9965435,True,CRITICAL
4125,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,44.961422,0.99661666,True,CRITICAL
4128,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-01 13:53:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,4.1476207,0.09181354,True,LOW
4148,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-29 15:12:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5078835,0.07763118,True,LOW
4155,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-01 11:06:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1396196,0.047298077,True,LOW
4170,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-29 15:19:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8611119,0.063292876,True,LOW
4173,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,44.95662,0.9965102,True,CRITICAL
4174,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,44.97071,0.9968226,True,CRITICAL
4188,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-29 15:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2658603,0.050096713,True,LOW
4234,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-01 11:07:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5097885,0.07767342,True,LOW
4266,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-01 11:06:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6382158,0.05835148,True,LOW
4282,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,45.00738,0.99763554,True,CRITICAL
4287,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-27 08:27:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5764766,0.05698278,True,LOW
4292,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-01 11:07:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.547397,0.056338113,True,LOW
4303,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-29 15:21:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.105679,0.046545647,True,LOW
4313,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-29 15:12:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2570453,0.04990129,True,LOW
4314,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,45.000168,0.9974756,True,CRITICAL
4322,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-29 15:19:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1494765,0.047516596,True,LOW
4324,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,45.020046,0.99791634,True,CRITICAL
4328,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-27 07:29:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.8122442,0.062209524,True,LOW
4335,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-01 11:06:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.1178792,0.06898516,True,LOW
4357,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-29 15:19:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.632469,0.05822408,True,LOW
4360,LAPTOP-1MKMTVPM,0,Information,Windows Error Reporting,2020-09-29 15:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,45.009136,0.99767447,True,CRITICAL
4365,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-27 08:27:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.172605,0.048029333,True,LOW
4369,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 09:13:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.5477521,0.056345988,True,LOW
4378,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 07:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1032264,0.046491276,True,LOW
4386,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-25 07:09:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.2123551,0.048910554,True,LOW
4410,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 09:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0283158,0.04483058,True,LOW
4413,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-26 07:43:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5238976,0.0779862,True,LOW
4449,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-26 09:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.513532,0.077756405,True,LOW
4520,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 07:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.4722536,0.054672256,True,LOW
4529,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-24 17:43:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7065613,0.059866637,True,LOW
4565,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-24 17:43:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1624594,0.047804415,True,LOW
4589,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 09:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7180266,0.06012081,True,LOW
4598,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 07:42:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6414516,0.058423214,True,LOW
4611,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-24 17:43:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0153427,0.044542976,True,LOW
4633,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-26 09:13:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5139048,0.077764675,True,LOW
4683,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 07:42:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1188838,0.046838384,True,LOW
4715,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-27 07:28:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.9038754,0.08640995,True,LOW
4722,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 09:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.6308866,0.058188997,True,LOW
4740,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-25 07:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5114684,0.07771066,True,LOW
4743,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-24 17:43:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.2070534,0.07096207,True,LOW
4763,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 09:13:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0680375,0.04571117,True,LOW
4774,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-25 07:03:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.7221873,0.060213048,True,LOW
4835,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 07:43:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.4546242,0.05428143,True,LOW
4836,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 07:43:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.0308096,0.044885866,True,LOW
4876,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-27 07:29:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.5273433,0.07806259,True,LOW
4878,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-27 07:28:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.394832,0.052955892,True,LOW
4885,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-26 09:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.1419718,0.047350224,True,LOW
4947,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-09-26 07:11:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,3.523907,0.07798641,True,LOW
4996,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-09-21 08:50:00,India,Gujarat,Ahmedabad,GTPL A. J. Enterprise,2.3835962,0.052706808,True,LOW
